"","external_gene_name","go_id","name_1006","namespace_1003","Index"
"96798","WDR4","GO:0036265","RNA (guanine-N7)-methylation","biological_process",7603
"96799","METTL1","GO:0036265","RNA (guanine-N7)-methylation","biological_process",4105
"96800","ALK","GO:0036269","swimming behavior","biological_process",247
"96801","TAF10","GO:0036285","SAGA complex assembly","biological_process",6814
"96802","MAP2K2","GO:0036289","peptidyl-serine autophosphorylation","biological_process",3972
"96803","PIKFYVE","GO:0036289","peptidyl-serine autophosphorylation","biological_process",5109
"96804","PINK1","GO:0036289","peptidyl-serine autophosphorylation","biological_process",5115
"96805","ZRANB3","GO:0036292","DNA rewinding","biological_process",7960
"96806","COL6A1","GO:0036293","response to decreased oxygen levels","biological_process",1442
"96807","ABCC9","GO:0036293","response to decreased oxygen levels","biological_process",25
"96808","SLC39A12","GO:0036293","response to decreased oxygen levels","biological_process",6329
"96809","CPEB4","GO:0036294","cellular response to decreased oxygen levels","biological_process",1479
"96810","PICK1","GO:0036294","cellular response to decreased oxygen levels","biological_process",5094
"96811","ATP6AP1","GO:0036295","cellular response to increased oxygen levels","biological_process",550
"96812","CCDC115","GO:0036295","cellular response to increased oxygen levels","biological_process",998
"96813","ATP6V0A2","GO:0036295","cellular response to increased oxygen levels","biological_process",551
"96814","ATP6V0D1","GO:0036295","cellular response to increased oxygen levels","biological_process",553
"96815","ATP6V1A","GO:0036295","cellular response to increased oxygen levels","biological_process",557
"96816","DCLRE1A","GO:0036297","interstrand cross-link repair","biological_process",1665
"96817","FANCC","GO:0036297","interstrand cross-link repair","biological_process",2307
"96818","FANCG","GO:0036297","interstrand cross-link repair","biological_process",2309
"96819","CENPS","GO:0036297","interstrand cross-link repair","biological_process",1195
"96820","FANCA","GO:0036297","interstrand cross-link repair","biological_process",2306
"96821","FANCE","GO:0036297","interstrand cross-link repair","biological_process",2308
"96822","ERCC6L2","GO:0036297","interstrand cross-link repair","biological_process",2119
"96823","HMCES","GO:0036297","interstrand cross-link repair","biological_process",2976
"96824","FANCI","GO:0036297","interstrand cross-link repair","biological_process",2310
"96825","FANCL","GO:0036297","interstrand cross-link repair","biological_process",2311
"96826","RNF168","GO:0036297","interstrand cross-link repair","biological_process",5835
"96827","SPRTN","GO:0036297","interstrand cross-link repair","biological_process",6585
"96828","TBX3","GO:0036302","atrioventricular canal development","biological_process",6881
"96829","RBPJ","GO:0036302","atrioventricular canal development","biological_process",5682
"96830","PTPN11","GO:0036302","atrioventricular canal development","biological_process",5489
"96831","TBX2","GO:0036302","atrioventricular canal development","biological_process",6879
"96832","PKD1","GO:0036303","lymph vessel morphogenesis","biological_process",5133
"96833","VEGFA","GO:0036303","lymph vessel morphogenesis","biological_process",7537
"96834","HEY2","GO:0036304","umbilical cord morphogenesis","biological_process",2927
"96835","HEY1","GO:0036304","umbilical cord morphogenesis","biological_process",2926
"96836","BMP2","GO:0036305","ameloblast differentiation","biological_process",692
"96837","OBSCN","GO:0036309","protein localization to M-band","biological_process",4768
"96838","ZRANB3","GO:0036310","ATP-dependent DNA/DNA annealing activity","molecular_function",7960
"96839","SMARCA1","GO:0036310","ATP-dependent DNA/DNA annealing activity","molecular_function",6408
"96840","FBXL2","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","molecular_function",2333
"96841","PIK3R1","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","molecular_function",5108
"96842","GSN","GO:0036313","phosphatidylinositol 3-kinase catalytic subunit binding","molecular_function",2815
"96843","INSIG1","GO:0036315","cellular response to sterol","biological_process",3197
"96844","RORA","GO:0036315","cellular response to sterol","biological_process",5858
"96845","INSIG1","GO:0036316","SREBP-SCAP complex retention in endoplasmic reticulum","biological_process",3197
"96846","INSIG2","GO:0036316","SREBP-SCAP complex retention in endoplasmic reticulum","biological_process",3198
"96847","TDP2","GO:0036317","tyrosyl-RNA phosphodiesterase activity","molecular_function",6902
"96848","FFAR4","GO:0036321","ghrelin secretion","biological_process",2375
"96849","FLT1","GO:0036323","vascular endothelial growth factor receptor-1 signaling pathway","biological_process",2435
"96850","KDR","GO:0036324","vascular endothelial growth factor receptor-2 signaling pathway","biological_process",3386
"96851","VEGFA","GO:0036324","vascular endothelial growth factor receptor-2 signaling pathway","biological_process",7537
"96852","FLT1","GO:0036332","placental growth factor receptor activity","molecular_function",2435
"96853","LPCAT3","GO:0036335","intestinal stem cell homeostasis","biological_process",3819
"96854","ALOX5","GO:0036336","dendritic cell migration","biological_process",252
"96855","ASB2","GO:0036336","dendritic cell migration","biological_process",490
"96856","DOCK8","GO:0036336","dendritic cell migration","biological_process",1841
"96857","EXT1","GO:0036336","dendritic cell migration","biological_process",2164
"96858","CDC42","GO:0036336","dendritic cell migration","biological_process",1125
"96859","CASP8AP2","GO:0036337","Fas signaling pathway","biological_process",974
"96860","EXT1","GO:0036339","lymphocyte adhesion to endothelial cell of high endothelial venule","biological_process",2164
"96861","CHST11","GO:0036342","post-anal tail morphogenesis","biological_process",1293
"96862","DCHS1","GO:0036342","post-anal tail morphogenesis","biological_process",1660
"96863","FZD3","GO:0036342","post-anal tail morphogenesis","biological_process",2516
"96864","SFRP2","GO:0036342","post-anal tail morphogenesis","biological_process",6151
"96865","PRICKLE1","GO:0036342","post-anal tail morphogenesis","biological_process",5374
"96866","SP5","GO:0036342","post-anal tail morphogenesis","biological_process",6530
"96867","GRP","GO:0036343","psychomotor behavior","biological_process",2802
"96868","C12orf57","GO:0036343","psychomotor behavior","biological_process",767
"96869","DPP4","GO:0036343","psychomotor behavior","biological_process",1860
"96870","ACTN1","GO:0036344","platelet morphogenesis","biological_process",84
"96871","RGS9","GO:0036367","light adaption","biological_process",5763
"96872","SLC24A4","GO:0036368","cone photoresponse recovery","biological_process",6265
"96873","SLC24A2","GO:0036368","cone photoresponse recovery","biological_process",6263
"96874","FUOM","GO:0036373","L-fucose mutarotase activity","molecular_function",2504
"96875","GGTLC1","GO:0036374","glutathione hydrolase activity","molecular_function",2614
"96876","GGT1","GO:0036374","glutathione hydrolase activity","molecular_function",2608
"96877","GGT5","GO:0036374","glutathione hydrolase activity","molecular_function",2610
"96878","GGT7","GO:0036374","glutathione hydrolase activity","molecular_function",2612
"96879","GGT6","GO:0036374","glutathione hydrolase activity","molecular_function",2611
"96880","ATP1B3","GO:0036376","sodium ion export across plasma membrane","biological_process",537
"96881","ATP1A1","GO:0036376","sodium ion export across plasma membrane","biological_process",533
"96882","ATP1A3","GO:0036376","sodium ion export across plasma membrane","biological_process",534
"96883","ATP4A","GO:0036376","sodium ion export across plasma membrane","biological_process",545
"96884","ATP1B1","GO:0036376","sodium ion export across plasma membrane","biological_process",536
"96885","ATP1A4","GO:0036376","sodium ion export across plasma membrane","biological_process",535
"96886","SLC9A1","GO:0036376","sodium ion export across plasma membrane","biological_process",6378
"96887","SLC4A4","GO:0036376","sodium ion export across plasma membrane","biological_process",6350
"96888","NPPA","GO:0036376","sodium ion export across plasma membrane","biological_process",4643
"96889","SLC8A1","GO:0036376","sodium ion export across plasma membrane","biological_process",6374
"96890","CYP27A1","GO:0036378","calcitriol biosynthetic process from calciol","biological_process",1610
"96891","MYBPHL","GO:0036379","myofilament","cellular_component",4379
"96892","ENTPD6","GO:0036384","CDP phosphatase activity","molecular_function",2084
"96893","ENTPD4","GO:0036384","CDP phosphatase activity","molecular_function",2083
"96894","WTAP","GO:0036396","RNA N6-methyladenosine methyltransferase complex","cellular_component",7649
"96895","RBM15","GO:0036396","RNA N6-methyladenosine methyltransferase complex","cellular_component",5662
"96896","LCP2","GO:0036398","TCR signalosome","cellular_component",3562
"96897","LAT","GO:0036398","TCR signalosome","cellular_component",3551
"96898","TESPA1","GO:0036398","TCR signalosome","cellular_component",6925
"96899","TESPA1","GO:0036399","TCR signalosome assembly","biological_process",6925
"96900","PSMC1","GO:0036402","proteasome-activating activity","molecular_function",5451
"96901","PSMC2","GO:0036402","proteasome-activating activity","molecular_function",5452
"96902","ALOX5","GO:0036403","arachidonate 8(S)-lipoxygenase activity","molecular_function",252
"96903","KAT6B","GO:0036408","histone H3K14 acetyltransferase activity","molecular_function",3300
"96904","JADE1","GO:0036408","histone H3K14 acetyltransferase activity","molecular_function",3271
"96905","JADE2","GO:0036408","histone H3K14 acetyltransferase activity","molecular_function",3272
"96906","KAT6A","GO:0036408","histone H3K14 acetyltransferase activity","molecular_function",3299
"96907","METTL1","GO:0036416","tRNA stabilization","biological_process",4105
"96908","AK9","GO:0036430","CMP kinase activity","molecular_function",208
"96909","CMPK1","GO:0036430","CMP kinase activity","molecular_function",1370
"96910","AK9","GO:0036431","dCMP kinase activity","molecular_function",208
"96911","CMPK1","GO:0036431","dCMP kinase activity","molecular_function",1370
"96912","UFD1","GO:0036435","K48-linked polyubiquitin modification-dependent protein binding","molecular_function",7446
"96913","MINDY1","GO:0036435","K48-linked polyubiquitin modification-dependent protein binding","molecular_function",4162
"96914","CHMP4B","GO:0036438","maintenance of lens transparency","biological_process",1277
"96915","FOXC1","GO:0036438","maintenance of lens transparency","biological_process",2461
"96916","ALDH1A1","GO:0036438","maintenance of lens transparency","biological_process",230
"96917","APBB2","GO:0036438","maintenance of lens transparency","biological_process",366
"96918","STK39","GO:0036438","maintenance of lens transparency","biological_process",6694
"96919","CS","GO:0036440","citrate synthase activity","molecular_function",1536
"96920","ITPR1","GO:0036444","calcium import into the mitochondrion","biological_process",3264
"96921","MICU2","GO:0036444","calcium import into the mitochondrion","biological_process",4154
"96922","MCUB","GO:0036444","calcium import into the mitochondrion","biological_process",4064
"96923","MCU","GO:0036444","calcium import into the mitochondrion","biological_process",4063
"96924","SLC25A23","GO:0036444","calcium import into the mitochondrion","biological_process",6276
"96925","MCUR1","GO:0036444","calcium import into the mitochondrion","biological_process",4065
"96926","MICU3","GO:0036444","calcium import into the mitochondrion","biological_process",4155
"96927","FUT9","GO:0036445","neuronal stem cell division","biological_process",2507
"96928","FUT10","GO:0036445","neuronal stem cell division","biological_process",2505
"96929","FOSL2","GO:0036446","myofibroblast differentiation","biological_process",2460
"96930","RXFP1","GO:0036446","myofibroblast differentiation","biological_process",5970
"96931","TGFBR1","GO:0036446","myofibroblast differentiation","biological_process",6941
"96932","CAMSAP1","GO:0036449","microtubule minus-end","cellular_component",946
"96933","MSRA","GO:0036456","L-methionine-(S)-S-oxide reductase activity","molecular_function",4312
"96934","RAB32","GO:0036461","BLOC-2 complex binding","molecular_function",5564
